"user_id","avg_pay_amt","avg_pay_amt_weekdays","avg_pay_amt_weekends"
102348,"[36,49)","[29,36)","[49,65)"
102375,"<29","<29","<29"
102442,"[29,36)","[29,36)","[29,36)"
102450,"[49,65)","[36,49)","[36,49)"
102458,"<29","<29","<29"
102481,"[36,49)","未知","[49,65)"
102498,"[36,49)","[36,49)","[36,49)"
102531,"[36,49)","[36,49)","[36,49)"
102532,"<29","<29","<29"
102538,"[36,49)","[36,49)","[36,49)"
102540,"<29","<29","[36,49)"
102561,"<29","<29","<29"
102563,"[36,49)","[29,36)",">=65"
102569,"<29","<29","<29"
102584,"[29,36)","[29,36)","[29,36)"
102585,"[49,65)","未知","[49,65)"
102588,"[36,49)","未知",">=65"
102602,"<29","<29","<29"
102608,"[49,65)","[49,65)","[49,65)"
102617,"[36,49)","[29,36)","[36,49)"
102640,"[49,65)","[49,65)","[49,65)"
102658,"[49,65)","[49,65)","[49,65)"
102659,">=65","[49,65)",">=65"
102668,"[36,49)","[36,49)","[36,49)"
102680,"<29","<29","未知"
102686,"[49,65)","[49,65)",">=65"
102749,"[49,65)","[49,65)",">=65"
102753,"<29","<29","<29"
102755,"[29,36)","[29,36)","[36,49)"
102762,"[36,49)","[36,49)","[36,49)"
102765,"<29","<29","<29"
102776,"[29,36)","[36,49)","<29"
102794,">=65",">=65","未知"
102801,"[49,65)","[49,65)","[49,65)"
102836,">=65",">=65",">=65"
102843,"[49,65)","[49,65)","[49,65)"
102851,"[36,49)","[29,36)","[36,49)"
102852,"[29,36)","[29,36)","[29,36)"
102856,"[29,36)","[29,36)","[29,36)"
102857,"[29,36)","[29,36)","[29,36)"
102862,"[29,36)","[29,36)","[36,49)"
102865,">=65",">=65",">=65"
102894,"<29","<29","<29"
102895,"<29","<29","<29"
102918,">=65","未知",">=65"
102919,">=65",">=65",">=65"
102925,"[49,65)","[49,65)","[49,65)"
102939,"[49,65)","[36,49)","[29,36)"
102965,"[36,49)","[29,36)","[36,49)"
102966,">=65",">=65",">=65"
102969,"[29,36)","[29,36)","<29"
102979,">=65",">=65",">=65"
102986,"[29,36)","[29,36)","[36,49)"
103000,"[29,36)","[29,36)","[29,36)"
103002,"[49,65)",">=65","[49,65)"
103004,">=65","[49,65)",">=65"
103005,"[49,65)","[49,65)",">=65"
103006,"[29,36)","[29,36)","[36,49)"
103017,"<29","<29","<29"
103032,"[49,65)","[49,65)","[49,65)"
103033,"<29","<29","<29"
103043,"[36,49)","[36,49)","<29"
103089,"[36,49)","[36,49)","<29"
103112,"<29","<29","[36,49)"
103116,">=65",">=65","[49,65)"
103128,"[29,36)","[29,36)","[29,36)"
103132,">=65",">=65",">=65"
103142,"<29","<29","[29,36)"
103159,"[29,36)","[29,36)","[29,36)"
103173,"[36,49)","[36,49)","[36,49)"
103180,"<29","<29","<29"
103184,"[49,65)","[49,65)","[49,65)"
103185,"[49,65)","未知",">=65"
103186,"<29","<29","<29"
103190,"<29","<29","<29"
103205,"<29","<29","<29"
103218,"[49,65)","[49,65)","[49,65)"
103221,"[36,49)","未知","[49,65)"
103223,">=65",">=65","[49,65)"
103238,">=65",">=65",">=65"
103265,"<29","<29","<29"
103271,"[49,65)","[49,65)","[49,65)"
103275,">=65",">=65","[49,65)"
103283,"<29","<29","<29"
103290,"[49,65)","[49,65)","[49,65)"
103292,"[49,65)","[49,65)","[49,65)"
103300,">=65",">=65",">=65"
103304,"[49,65)","未知","[49,65)"
103307,"<29","<29","未知"
103330,"[29,36)","[29,36)","[29,36)"
103337,"<29","<29","<29"
103339,"[36,49)","未知","[49,65)"
103342,"[29,36)","[29,36)","[29,36)"
103349,"[36,49)","[36,49)","[36,49)"
103358,"[36,49)","未知","[49,65)"
103366,"[36,49)","[29,36)","[36,49)"
103372,"<29","<29","[29,36)"
103379,">=65",">=65",">=65"
103382,"<29","<29","<29"
103400,"[36,49)","[36,49)","[36,49)"
103401,"<29","<29","[29,36)"
103409,">=65",">=65",">=65"
103417,"<29","<29","<29"
103433,">=65","[49,65)",">=65"
103442,"[49,65)","[49,65)","未知"
103456,"<29","<29","<29"
103457,"[49,65)","[49,65)","[49,65)"
103460,"<29","<29","<29"
103474,">=65",">=65",">=65"
103477,"[36,49)","[36,49)","[36,49)"
103489,"[29,36)","[36,49)","<29"
103497,"[36,49)","[36,49)","[36,49)"
103505,"[29,36)","[29,36)","<29"
103514,"[36,49)","[29,36)",">=65"
103520,"<29","<29","[29,36)"
103528,"[49,65)",">=65","[49,65)"
103530,"[49,65)","未知",">=65"
103541,"[29,36)","[29,36)","[29,36)"
103542,"[36,49)","[36,49)","[36,49)"
103552,"<29","<29","<29"
103555,">=65",">=65",">=65"
103560,"<29","<29","<29"
103563,"[49,65)","[49,65)","[49,65)"
103568,">=65",">=65",">=65"
103577,"[29,36)","[29,36)","<29"
103585,">=65",">=65",">=65"
103589,"[49,65)","[49,65)","[49,65)"
103591,"[49,65)","[36,49)","[36,49)"
103599,">=65",">=65",">=65"
103601,"[36,49)","[36,49)","[36,49)"
103603,"[49,65)","[49,65)",">=65"
103621,"<29","<29","<29"
103625,">=65",">=65",">=65"
103658,"<29","<29","<29"
103664,"[29,36)","[29,36)","<29"
103684,"<29","<29","<29"
103706,"[36,49)","[36,49)","[36,49)"
103720,"[36,49)","[36,49)","[29,36)"
103726,"[49,65)","[49,65)","[49,65)"
103727,">=65",">=65",">=65"
103747,"[49,65)","[49,65)","[49,65)"
103753,"[49,65)","未知","[49,65)"
103756,"[36,49)","[36,49)","[36,49)"
103762,"<29","<29","[29,36)"
103770,"[36,49)","[29,36)","[36,49)"
103773,">=65",">=65",">=65"
103774,"[36,49)","[36,49)","[36,49)"
103786,">=65",">=65",">=65"
103798,">=65",">=65",">=65"
103804,"[36,49)","[29,36)","[36,49)"
103807,"[36,49)","未知","[49,65)"
103811,"<29","<29","<29"
103847,"<29","<29","<29"
103849,"[36,49)","[36,49)","[36,49)"
103854,"[36,49)","未知",">=65"
103872,"[49,65)","[36,49)","[36,49)"
103873,">=65",">=65",">=65"
103878,">=65",">=65",">=65"
103886,"<29","<29","<29"
103888,"[36,49)","[36,49)","[36,49)"
103894,"[36,49)","未知","[49,65)"
103900,"[36,49)","[36,49)","[36,49)"
103901,">=65",">=65",">=65"
103903,"[49,65)","[49,65)",">=65"
103907,">=65",">=65",">=65"
103909,"[36,49)","[36,49)","[36,49)"
103910,">=65",">=65",">=65"
103912,">=65",">=65",">=65"
103916,"<29","<29","<29"
103925,"<29","<29","<29"
103938,">=65",">=65","[49,65)"
103940,">=65",">=65",">=65"
103941,">=65",">=65",">=65"
103950,"<29","<29","<29"
103957,"[36,49)","[36,49)","[36,49)"
103977,"[49,65)","[49,65)","[49,65)"
103980,"[36,49)","[36,49)","[36,49)"
104003,"[36,49)","未知","[49,65)"
104025,"<29","<29","<29"
104033,">=65",">=65",">=65"
104050,"[49,65)","[36,49)","[36,49)"
104107,"<29","<29","[29,36)"
104115,"<29","<29","<29"
104121,"[29,36)","[29,36)","[29,36)"
104122,"[29,36)","[29,36)","[29,36)"
104123,"[36,49)","[36,49)","<29"
104124,"<29","<29","<29"
104127,"[49,65)","[49,65)",">=65"
104129,"<29","<29","<29"
104136,"<29","<29","<29"
104146,"[29,36)","[29,36)","<29"
104157,"[29,36)","<29","[29,36)"
104168,"[29,36)","[29,36)",">=65"
104178,"[49,65)","[49,65)","[49,65)"
104189,"[29,36)","<29","[36,49)"
104266,"[49,65)","[36,49)","[36,49)"
104279,"<29","<29","<29"
104285,"[36,49)","[36,49)","[36,49)"
104293,"[36,49)","[36,49)","[36,49)"
104300,"[49,65)","[49,65)",">=65"
104335,"[49,65)","[36,49)","[36,49)"
104351,">=65",">=65",">=65"
104363,">=65",">=65",">=65"
104382,"[29,36)","[29,36)","[36,49)"
104398,"<29","<29","<29"
104406,"[29,36)","[29,36)","[29,36)"
104407,"[29,36)","[36,49)","[29,36)"
104411,">=65",">=65",">=65"
104413,"<29","<29","<29"
104420,"[36,49)","[36,49)","[36,49)"
104429,"[29,36)","[29,36)","[29,36)"
104441,">=65",">=65",">=65"
104445,"<29","<29","<29"
104467,"[36,49)","未知","[49,65)"
104479,"[29,36)","[36,49)","<29"
104487,"<29","<29","<29"
104488,">=65",">=65",">=65"
104496,"[36,49)","[36,49)","[36,49)"
104498,">=65",">=65",">=65"
104506,"[36,49)","[29,36)",">=65"
104508,"[36,49)","[36,49)","[36,49)"
104512,"<29","<29","<29"
104551,"<29","<29","<29"
104586,">=65",">=65",">=65"
104588,"[49,65)","[36,49)","[29,36)"
104608,"[29,36)","[29,36)","[36,49)"
104617,"[29,36)","[29,36)","<29"
104621,"[36,49)","[36,49)","[36,49)"
104630,"[36,49)","未知",">=65"
104638,"<29","<29","<29"
104642,">=65",">=65",">=65"
104646,"[49,65)","未知",">=65"
104655,"<29","<29","<29"
104657,"[29,36)","[29,36)","[49,65)"
104668,"[49,65)","[49,65)",">=65"
104670,">=65",">=65",">=65"
104679,"<29","<29","[29,36)"
104687,"[29,36)","[29,36)","[36,49)"
104707,">=65",">=65",">=65"
104717,"[49,65)","[49,65)","[49,65)"
104736,"[29,36)","<29","[36,49)"
104740,"[49,65)","未知","[49,65)"
104785,">=65",">=65",">=65"
104796,"[36,49)","[36,49)","[36,49)"
104822,"[36,49)","[36,49)","[29,36)"
104826,"[29,36)","[29,36)","[29,36)"
104844,"<29","<29","<29"
104850,"[29,36)","[29,36)","[36,49)"
104870,"[29,36)","[29,36)","[36,49)"
104874,"[49,65)","[49,65)","[49,65)"
104881,"[29,36)","[29,36)","[36,49)"
104891,">=65",">=65",">=65"
104899,"[29,36)","[29,36)","[29,36)"
104900,">=65",">=65",">=65"
104907,"<29","<29","<29"
104919,"[49,65)","[49,65)","未知"
104929,"<29","<29","<29"
104936,">=65",">=65",">=65"
104949,"[36,49)","[36,49)","[36,49)"
104955,"<29","<29","<29"
104959,"[49,65)","[49,65)","[49,65)"
104963,"[36,49)","[29,36)","[49,65)"
104967,">=65","未知",">=65"
104985,"<29","<29","<29"
104987,"[36,49)","未知","[49,65)"
104992,"[49,65)","[36,49)","[36,49)"
105003,"<29","<29","<29"
105010,"[36,49)","[36,49)","[29,36)"
105028,">=65",">=65","未知"
105038,">=65",">=65",">=65"
105040,"[29,36)","[29,36)","[29,36)"
105047,"<29","<29","<29"
105054,"[49,65)",">=65","[49,65)"
105058,"[49,65)","[49,65)",">=65"
105074,">=65",">=65","[49,65)"
105080,"[49,65)","[49,65)",">=65"
105085,"<29","<29","[29,36)"
105098,">=65",">=65",">=65"
105105,"[49,65)","[49,65)","[49,65)"
105117,"[49,65)","[49,65)","[49,65)"
105119,"[36,49)","[29,36)","[36,49)"
105120,"[29,36)","[29,36)","[29,36)"
105129,"[36,49)","[36,49)","[29,36)"
105131,">=65",">=65",">=65"
105133,"[29,36)","[29,36)","<29"
105134,"[29,36)","[29,36)","[29,36)"
105138,"[49,65)","[36,49)","[36,49)"
105146,"[49,65)","[49,65)","[49,65)"
105168,"[36,49)","[29,36)","[36,49)"
105186,"[36,49)","[36,49)","[29,36)"
105192,"[49,65)","未知","[49,65)"
105214,">=65",">=65",">=65"
105218,"[49,65)","[49,65)","[49,65)"
105221,"<29","<29","<29"
105233,"[36,49)","[36,49)","[36,49)"
105243,"[49,65)","[49,65)",">=65"
105259,">=65",">=65",">=65"
105265,">=65",">=65",">=65"
105271,">=65",">=65","[49,65)"
105275,">=65",">=65",">=65"
105281,"<29","[29,36)","<29"
105291,">=65",">=65",">=65"
105305,"<29","<29","[36,49)"
105308,"<29","<29","<29"
105312,"[29,36)","<29","[29,36)"
105322,"[49,65)","[49,65)","[49,65)"
105324,"[36,49)","[36,49)","[29,36)"
105328,"[29,36)","[29,36)","[29,36)"
105331,"[49,65)","[49,65)","[49,65)"
105362,"[29,36)","[29,36)","[29,36)"
105369,"[36,49)","[36,49)","[36,49)"
105383,"[36,49)","[36,49)","[36,49)"
105386,">=65",">=65",">=65"
105388,"[36,49)","[36,49)","<29"
105393,">=65",">=65",">=65"
105408,"<29","<29","[29,36)"
105416,"[36,49)","未知","[49,65)"
105418,">=65","[49,65)",">=65"
105420,"[49,65)","[36,49)","[36,49)"
105425,"<29","<29","<29"
105433,"[49,65)","未知","[49,65)"
105448,"[29,36)","[29,36)","[29,36)"
105450,"<29","<29","[49,65)"
105462,"[36,49)","[36,49)","<29"
105468,"[49,65)","[49,65)","[49,65)"
105490,"<29","<29","[29,36)"
105502,"[36,49)","[36,49)","[36,49)"
105523,"[36,49)","[36,49)","[36,49)"
105528,">=65",">=65",">=65"
105539,"[36,49)","未知","[49,65)"
105542,"[36,49)","[36,49)","[36,49)"
105543,"<29","<29","<29"
105545,"<29","<29","<29"
105547,"[49,65)","[49,65)","[49,65)"
105557,"[36,49)","[36,49)","[36,49)"
105572,"[49,65)","[49,65)","[49,65)"
105575,"[49,65)","[49,65)",">=65"
105583,">=65",">=65",">=65"
105589,"[49,65)","[49,65)","[49,65)"
105592,"[36,49)","[36,49)","[36,49)"
105600,"<29","<29","<29"
105602,">=65",">=65",">=65"
105636,"[49,65)","[49,65)","[49,65)"
105646,"[29,36)","[36,49)","[29,36)"
105669,"[36,49)","未知","[49,65)"
105681,"<29","<29","[29,36)"
105707,"[49,65)","[36,49)","[36,49)"
105709,"[36,49)","未知","[49,65)"
105710,"<29","<29","<29"
105718,"<29","<29","<29"
105719,"[29,36)","[29,36)","[36,49)"
105723,">=65",">=65",">=65"
105724,"[29,36)","[29,36)","[49,65)"
105728,">=65",">=65",">=65"
105745,"[29,36)","[29,36)","<29"
105756,"[36,49)","未知","未知"
105760,"[49,65)","[49,65)",">=65"
105772,"[49,65)","未知",">=65"
105792,">=65",">=65",">=65"
105804,"[49,65)","[49,65)","[49,65)"
105813,">=65",">=65",">=65"
105815,"<29","<29","<29"
105823,">=65",">=65","[49,65)"
105870,"<29","<29","<29"
105871,"[36,49)","[36,49)","[36,49)"
105872,"[36,49)","[36,49)","[36,49)"
105877,"[36,49)","未知","[49,65)"
105890,"[36,49)","[36,49)","[36,49)"
105895,"[29,36)","[29,36)","[29,36)"
105904,"<29","<29","[29,36)"
105910,"[36,49)","[36,49)","[36,49)"
105918,"<29","<29","<29"
105923,"<29","<29","<29"
105926,">=65",">=65",">=65"
105944,"[29,36)","<29","[36,49)"
105953,"<29","<29","<29"
105954,"[29,36)","[29,36)","<29"
105961,"<29","<29","<29"
105968,"<29","<29","<29"
105972,">=65",">=65",">=65"
105977,">=65",">=65",">=65"
105982,"[49,65)",">=65","[49,65)"
105988,">=65",">=65",">=65"
105990,"[49,65)","[36,49)","[36,49)"
106006,">=65",">=65","[49,65)"
106016,"[49,65)","[49,65)","[49,65)"
106020,">=65","[49,65)",">=65"
106021,">=65",">=65",">=65"
106027,">=65",">=65",">=65"
106056,"[29,36)","[29,36)","[29,36)"
106077,">=65",">=65",">=65"
106092,"[36,49)","[36,49)","[36,49)"
106096,"[49,65)","[49,65)","[49,65)"
106109,"[49,65)","[36,49)","[36,49)"
106119,">=65",">=65",">=65"
106125,"<29","<29","<29"
106149,"<29","<29","<29"
106166,"[36,49)","[29,36)","[36,49)"
106194,"[49,65)",">=65","[49,65)"
106205,"[36,49)","[36,49)","[29,36)"
106219,"[49,65)","[49,65)","[49,65)"
106265,">=65",">=65",">=65"
106278,"[49,65)","[49,65)","[49,65)"
106281,">=65",">=65",">=65"
106282,"[36,49)","未知","未知"
106287,"[36,49)","[36,49)","[29,36)"
106301,"[29,36)","[29,36)","[29,36)"
106303,"[29,36)","[29,36)","[29,36)"
106310,"<29","<29",">=65"
106311,"<29","<29","[29,36)"
106322,">=65",">=65",">=65"
106326,">=65","[49,65)",">=65"
106329,"<29","<29","<29"
106342,"[29,36)","[29,36)","<29"
106347,"[49,65)","[36,49)","[36,49)"
106364,">=65",">=65",">=65"
106375,">=65","[49,65)",">=65"
106393,"<29","<29","<29"
106400,"<29","<29","<29"
106410,">=65",">=65",">=65"
106424,">=65","[49,65)",">=65"
106430,">=65",">=65",">=65"
106435,"[49,65)","[49,65)",">=65"
106438,"<29","<29","<29"
106447,"[49,65)","[49,65)",">=65"
106466,"[49,65)","[49,65)",">=65"
106467,"[36,49)","[36,49)","[36,49)"
106478,"[29,36)","[29,36)","[29,36)"
106484,"[36,49)","[36,49)","[36,49)"
106489,"[29,36)","[36,49)","[29,36)"
106492,"[29,36)","[29,36)","[29,36)"
106493,"[36,49)","[36,49)","[36,49)"
106506,"<29","<29","[29,36)"
106508,"[49,65)","[49,65)","[49,65)"
106511,">=65",">=65",">=65"
106513,"[36,49)","[36,49)","[36,49)"
106533,"<29","<29","<29"
106539,"[36,49)","未知","[49,65)"
106540,"<29","<29","未知"
106543,"[29,36)","[29,36)","[29,36)"
106576,"[29,36)","[29,36)","[29,36)"
106588,"<29","<29","<29"
106589,"[29,36)","[29,36)","[49,65)"
106605,">=65",">=65",">=65"
106617,"[36,49)","[36,49)","[36,49)"
106636,"[36,49)","未知","[49,65)"
106639,">=65",">=65",">=65"
106651,"[36,49)","[36,49)","[36,49)"
106669,"<29","<29","<29"
106677,">=65",">=65",">=65"
106683,">=65",">=65",">=65"
106690,">=65","[49,65)",">=65"
106692,"[29,36)","[29,36)","<29"
106730,"[49,65)","未知",">=65"
106738,">=65",">=65",">=65"
106742,"[49,65)",">=65","[49,65)"
106743,"<29","<29","<29"
106764,"[29,36)","[29,36)","[29,36)"
106766,"<29","<29","<29"
106771,"<29","<29","<29"
106773,"[49,65)","[49,65)","[49,65)"
106777,">=65",">=65",">=65"
106790,"[29,36)","[29,36)","<29"
106791,">=65",">=65","[49,65)"
106794,"[29,36)","[29,36)","<29"
106796,"<29","<29","<29"
106823,"[49,65)","未知","[49,65)"
106860,"[36,49)","[36,49)","[36,49)"
106874,">=65",">=65",">=65"
106879,"[49,65)","未知","[49,65)"
106888,"<29","<29","<29"
106898,"[29,36)","[29,36)","[36,49)"
106907,"[49,65)","[49,65)","[49,65)"
106910,"[36,49)","[36,49)","[36,49)"
106921,"[29,36)","[29,36)","[29,36)"
106927,"[29,36)","[29,36)","<29"
106933,"<29","<29","<29"
106957,"<29","<29","<29"
106959,"[49,65)","[49,65)","[49,65)"
106960,"[36,49)","未知","[49,65)"
106965,"[49,65)","[49,65)","[49,65)"
106968,"<29","<29","<29"
106978,"[36,49)","[36,49)","<29"
106985,"[36,49)","未知","[49,65)"
106989,"[29,36)","[29,36)","[29,36)"
106999,"[29,36)","[29,36)","[29,36)"
107008,"[29,36)","[29,36)","[29,36)"
107016,">=65",">=65",">=65"
107050,">=65",">=65",">=65"
107065,"[49,65)","[49,65)","[49,65)"
107069,"[36,49)","[29,36)","[49,65)"
107072,"[49,65)","[36,49)","[36,49)"
107080,"[49,65)","未知",">=65"
107082,"[49,65)","[36,49)","[36,49)"
107100,"[49,65)","[36,49)","[36,49)"
107109,"[36,49)","[29,36)","[36,49)"
107111,"[36,49)","[36,49)","[36,49)"
107116,"[49,65)","[49,65)","[49,65)"
107140,"[36,49)","未知",">=65"
107145,"[49,65)","[36,49)","<29"
107150,"[49,65)","未知",">=65"
107151,">=65",">=65",">=65"
107160,"[36,49)","[36,49)","[36,49)"
107162,"[36,49)","[29,36)","[36,49)"
107182,"[49,65)","[49,65)","[49,65)"
107193,"<29","<29","<29"
107194,"<29","<29","[36,49)"
107195,"<29","<29","<29"
107198,"[49,65)","[49,65)","[49,65)"
107204,"[36,49)","[36,49)","[36,49)"
107220,"[36,49)","未知","[49,65)"
107227,"[29,36)","[29,36)","[36,49)"
107235,"<29","<29","[29,36)"
107237,"[29,36)","<29","[36,49)"
107245,">=65",">=65","[49,65)"
107249,"<29","<29","<29"
107251,"[49,65)","未知","[49,65)"
107286,"[49,65)","[49,65)","[49,65)"
107294,">=65",">=65",">=65"
107296,"[49,65)","[49,65)","[49,65)"
107311,"<29","<29","<29"
107332,"<29","<29","<29"
107366,"[29,36)","[29,36)","[29,36)"
107375,"[36,49)","[36,49)","[36,49)"
107377,"[36,49)","[36,49)","[29,36)"
107407,"<29","<29","<29"
107419,"[36,49)","[36,49)","[36,49)"
107457,"[36,49)","[36,49)","[36,49)"
107458,"[29,36)","[29,36)","[29,36)"
107463,"[29,36)","<29","[29,36)"
107479,"<29","<29","[29,36)"
107481,"<29","<29","<29"
107488,"<29","<29","<29"
107491,">=65",">=65",">=65"
107522,"[36,49)","[36,49)","[36,49)"
107527,"[49,65)","[49,65)","[49,65)"
107533,"<29","<29","<29"
107538,"<29","<29","<29"
107540,"[29,36)","[29,36)","[29,36)"
107545,">=65",">=65",">=65"
107573,"<29","<29","<29"
107590,"[49,65)","[49,65)","[49,65)"
107597,"[49,65)","[49,65)","[49,65)"
107601,"[36,49)","未知","[49,65)"
107610,">=65","[49,65)",">=65"
107613,"[36,49)","[36,49)","[36,49)"
107622,"[49,65)",">=65","[49,65)"
107628,">=65",">=65",">=65"
107637,"<29","<29","<29"
107638,"[29,36)","[29,36)","[29,36)"
107660,">=65",">=65",">=65"
107671,"<29","<29","<29"
107688,">=65",">=65",">=65"
107704,"<29","<29","[36,49)"
107709,"[36,49)","[36,49)","[36,49)"
107722,"[29,36)","[29,36)","[29,36)"
107736,"<29","<29","<29"
107740,"[36,49)","未知","[49,65)"
107747,"[29,36)","[29,36)","[29,36)"
107752,">=65",">=65",">=65"
107763,"[36,49)","[36,49)","[36,49)"
107769,"[36,49)","[36,49)","[36,49)"
107778,"[29,36)","[29,36)","[29,36)"
107786,"[29,36)","[29,36)","[36,49)"
107789,"[36,49)","未知","[49,65)"
107802,"[29,36)","[36,49)","<29"
107805,"[36,49)","[36,49)","[36,49)"
107808,">=65",">=65",">=65"
107812,"[36,49)","[29,36)","[49,65)"
107826,"[29,36)","[29,36)","[36,49)"
107846,"[49,65)","[49,65)",">=65"
107851,">=65",">=65","[49,65)"
107864,"[36,49)","[36,49)","[36,49)"
107868,"<29","<29","<29"
107872,">=65","[49,65)",">=65"
107875,">=65",">=65",">=65"
107879,"[36,49)","未知","[49,65)"
107919,"[49,65)","[49,65)","[49,65)"
107923,"[29,36)","[29,36)","[29,36)"
107926,">=65",">=65",">=65"
107930,"[36,49)","[36,49)","[36,49)"
107954,"[49,65)","[49,65)","[49,65)"
107969,"[36,49)","[36,49)","[36,49)"
107979,"[36,49)","[36,49)","[36,49)"
107988,"[49,65)","[49,65)",">=65"
107994,"[49,65)","[49,65)","[49,65)"
108004,"[36,49)","[36,49)","[36,49)"
108008,">=65",">=65",">=65"
108019,">=65",">=65",">=65"
108029,"[49,65)","[36,49)","[36,49)"
108043,"<29","<29","<29"
108044,"<29","<29","[29,36)"
108053,"[29,36)","[29,36)","[29,36)"
108054,"<29","<29","<29"
108059,"<29","<29","<29"
108063,"[49,65)","[49,65)","[49,65)"
108069,"[49,65)","[49,65)",">=65"
108077,">=65",">=65",">=65"
108078,"<29","<29","<29"
108111,"<29","<29","<29"
108129,"<29","[29,36)","<29"
108136,"[49,65)","[49,65)","[49,65)"
108146,">=65",">=65",">=65"
108154,"[49,65)","[36,49)","[36,49)"
108155,"<29","<29","[29,36)"
108181,"[36,49)","未知","[49,65)"
108191,">=65",">=65",">=65"
108199,">=65",">=65","[49,65)"
108202,">=65",">=65",">=65"
108235,"[29,36)","[29,36)","[29,36)"
108237,"<29","<29","[29,36)"
108252,">=65",">=65",">=65"
108271,"[49,65)","[49,65)","[49,65)"
108287,">=65","未知",">=65"
108294,">=65",">=65",">=65"
108295,"[36,49)","[36,49)","[36,49)"
108297,">=65",">=65",">=65"
108311,"[36,49)","[29,36)","[36,49)"
108330,"<29","<29","<29"
108335,"<29","<29","<29"
108346,">=65",">=65",">=65"
108361,"<29","<29","<29"
108368,">=65",">=65",">=65"
108369,">=65",">=65",">=65"
108379,"[36,49)","[36,49)","[36,49)"
108404,"[36,49)","[36,49)","[36,49)"
108412,"<29","<29","<29"
108423,"[36,49)","未知","[49,65)"
108430,"[29,36)","[29,36)","<29"
108431,"[36,49)","未知","[49,65)"
108434,">=65",">=65",">=65"
108447,"[36,49)","未知","[49,65)"
108460,"[29,36)","[29,36)","[29,36)"
108463,"[49,65)","[49,65)","[49,65)"
108470,"<29","<29","<29"
108486,"[36,49)","[36,49)","[29,36)"
108502,"[36,49)","未知",">=65"
108524,">=65","[49,65)",">=65"
108532,">=65",">=65",">=65"
108540,"[29,36)","[29,36)","[36,49)"
108551,">=65",">=65","[49,65)"
108567,"<29","<29","<29"
108569,"<29","<29","<29"
108573,"<29","<29","<29"
108574,"[36,49)","[36,49)","[36,49)"
108576,"[49,65)","未知",">=65"
108600,"[49,65)","[49,65)",">=65"
108609,"[36,49)","[36,49)","[36,49)"
108617,"<29","<29","<29"
108620,">=65",">=65",">=65"
108623,">=65",">=65",">=65"
108633,"<29","<29","<29"
108640,"[49,65)","[49,65)",">=65"
108649,"[36,49)","[36,49)","[29,36)"
108655,"[29,36)","[29,36)","<29"
108656,"[36,49)","[36,49)","[36,49)"
108663,"[36,49)","[36,49)","[36,49)"
108666,"[49,65)","未知","[49,65)"
108690,"[29,36)","[29,36)","[29,36)"
108706,"[36,49)","[36,49)","[36,49)"
108707,">=65",">=65",">=65"
108710,"[29,36)","[36,49)","[29,36)"
108713,"[49,65)","[36,49)","[36,49)"
108723,"[36,49)","[29,36)","[36,49)"
108738,"[36,49)","未知","[49,65)"
108750,"[29,36)","<29","[36,49)"
108753,"[49,65)","[49,65)","[49,65)"
108759,"[49,65)","[49,65)","[49,65)"
108760,"[29,36)","[29,36)","[29,36)"
108761,"[36,49)","[29,36)","[36,49)"
108763,"[36,49)","[29,36)","[36,49)"
108768,"<29","<29","<29"
108803,"[36,49)","[36,49)","[36,49)"
108805,"<29","<29","<29"
108818,"<29","<29","<29"
108839,"[49,65)",">=65","[49,65)"
108842,"[36,49)","[36,49)","[36,49)"
108846,"[29,36)","[36,49)","<29"
108855,">=65",">=65","[49,65)"
108859,">=65",">=65","[49,65)"
108865,"[49,65)","未知","[49,65)"
108868,">=65","未知",">=65"
108874,"[36,49)","未知","[49,65)"
108885,">=65","[49,65)",">=65"
108887,"[36,49)","[36,49)","[36,49)"
108893,"[36,49)","未知","[49,65)"
108897,">=65",">=65",">=65"
108906,"<29","[29,36)","<29"
108915,">=65",">=65",">=65"
108940,"[49,65)","[49,65)","[49,65)"
108943,">=65",">=65",">=65"
108969,"[49,65)","[49,65)","[49,65)"
108979,"[36,49)","[36,49)","[36,49)"
108981,"<29","<29","<29"
108990,">=65",">=65",">=65"
108996,"[49,65)","未知","[49,65)"
109002,"[36,49)","[36,49)","[36,49)"
109021,"<29","<29","<29"
109033,"<29","<29","<29"
109040,"[36,49)","[36,49)","[36,49)"
109041,"[36,49)","[36,49)","[36,49)"
109049,"[49,65)","[49,65)",">=65"
109052,"[29,36)","[29,36)","[36,49)"
109056,"[49,65)","[49,65)","[49,65)"
109058,"[49,65)","未知","[49,65)"
109059,"[36,49)","[36,49)","[36,49)"
109064,"[36,49)","未知","[49,65)"
109083,"[36,49)","[36,49)","[29,36)"
109090,"[49,65)","[49,65)","[49,65)"
109101,"<29","<29","<29"
109104,">=65",">=65",">=65"
109137,"[49,65)","未知",">=65"
109139,"[49,65)","[49,65)","[49,65)"
109152,">=65",">=65","[49,65)"
109178,"<29","<29","<29"
109201,"[29,36)","<29","[29,36)"
109207,"[36,49)","[29,36)","[36,49)"
109219,">=65","[49,65)",">=65"
109221,"[36,49)","未知","[49,65)"
109231,"[49,65)","[49,65)","[49,65)"
109244,">=65",">=65",">=65"
109258,"[29,36)","[29,36)","[29,36)"
109259,"[49,65)","[36,49)","[36,49)"
109266,"<29","<29","[36,49)"
109274,"[49,65)","[49,65)","[49,65)"
109293,"<29","[29,36)","<29"
109296,"[29,36)","[29,36)","[29,36)"
