"wm_poi_id","wm_poi_name","primary_second_tag_name","primary_third_tag_name","primary_first_tag_name","poi_brand_id","aor_id","poi_score","delivery_comment_avg_score","food_comment_avg_score"
1726,"0f2451-5d2360-852529-f11735-121306-0f2451-5d2360-8a2234-931140-a93922-dd497-d0128-431608-272349","1","2","0","323","3","4.57","5","4.7"
1727,"771437-8b2706-e01010-2e1710","1","5","0","8","0","4.5","4.2","4.83"
1728,"183498-183498-062912-121306-5e2725-72226-431608-272349","7","36","0","8","6","4.54","4.86","4.57"
1729,"6f3045-2c3147-6b2044-402923-e41314-6f228-121306-5e2725-98183-063761-431608-272349","1","73","0","367","8","4.6","4.71","4.67"
1730,"a43407-042150-5f1581-121306-5e2725-98183-063761-431608-272349","1","13","0","8","8","5","5","5"
1731,"6a3579-141582-d72063-931140-121306-402923-84752-431608-272349","0","40","0","298","3","4.53","5","4.5"
1732,"431248-983846-98545-a9774","1","32","0","8","0","0","0","0"
1733,"b43550-e72968-c62143-8a2234-772477-4a2318-c62143-002989-102277-9f1640-1d1024-231660-863895-c62143","1","2","0","368","5","4.41","4.88","4.4"
1734,"8a2234-06487-641271-1c3929","1","32","0","8","0","4.72","4.91","4.7"
1736,"821665-eb2057-951737-8a2449-901015-eb2057-492461-bc3855-e21602-43819-54938-121306-ce141-682644-063761-431608-272349","0","26","0","370","5","4.81","5","4.9"
1737,"a43214-08613-2e1710-121306-f43500-cc2258-871632-8d3794-031473-e41314-6f228-272349","0","7","0","9","2","4.8","4.92","4.8"
1738,"321829-60442-4a3834-121306-102277-9f1640-fa1551-961181-431608-272349","7","36","0","155","4","4.54","5","4.38"
1739,"943539-051683-ae2775-d62216-1c925-121306-e4673-302533-871632-431608-272349","0","21","0","8","2","4.82","5","4.82"
1740,"a21596-65804-cd3847-e41314-6f228","1","2","0","8","5","4.91","5","4.91"
1741,"243077-f83517-391919-243077-193506-ae786-121306-102277-9f1640-0d1431-063761-402923-231660-d0128-431608-272349","0","0","0","24","5","4.79","4.92","4.8"
1742,"e93739-92711-b01662-121306-a93922-dd497-d0128-431608-272349","1","14","0","371","3","4.72","4.89","4.74"
1744,"2c3454-6f1663-8a2234-c21871-121306-5e2725-a21596-063761-ef1151-431608-272349","0","18","0","8","0","4.58","5","4.62"
1745,"68558-e72968-de2424-c53116-121306-cd2378-8d1754-663941-431608-272349","1","32","0","8","8","4.84","4.82","4.84"
1746,"da3669-203871-1a1215-4a2318-e33426-b43550-032517-4b2403-d72063-032517-911529-021794-a23694-b43550","3","10","0","372","8","4.74","4.95","4.76"
1748,"fc3373-641271-b5245-121306-402923-8d3237-063761-431608-272349","1","32","0","31","9","4.85","4.97","4.86"
1749,"222440-2d4026-222440-6b3409-743115-ac854-121306-402923-84752-431608-272349","0","34","0","8","7","4.63","4.81","4.66"
1750,"b03966-1d1611-bf1514-10905-da793-231660-9f757-e52645-7b1223-61964-df2800-121725-121306-79217-cd3847-e21602-431608-272349","5","未知","1","373","0","4.97","4.93","4.93"
1751,"042150-b12072-5a1952-121306-2c3454-f61200-272349","2","未知","1","17","2","5","5","5"
1752,"87107-611350-87107-611350-112251-f81893-121306-402923-84752-c92945-513720-9b2653-dc3924-431608-272349","6","未知","2","55","7","4.76","4.76","4.8"
1753,"28807-442854-be2895-121306-5315-823574-f81036-923691-ac2214-a53996-dd2480-642862-422539-dd2480-431608-272349","0","0","0","123","6","4.51","4.75","4.51"
1754,"293328-2c3863-fd2565-693510-4e2823-66812-b43550-693510-7e1325-48690-e0770-1d3469-121306-ce4073-e21602-431608-272349","3","25","0","374","8","0","0","0"
1755,"253623-fa1254-0b297-2c1019-121306-b82976-ff2187-431608-272349","7","36","0","8","10","4.69","4.69","4.69"
1756,"a8269-a8269-0b4049-b82604-121306-352708-cf2679-ed213-431608-272349","0","57","0","108","4","4.81","4.89","4.8"
1757,"28807-442854-be2895-121306-4a2318-8f2156-713861-a53996-dd2480-422539-814098-a53996-431608-272349","0","0","0","123","0","4.77","4.85","4.81"
1758,"432525-611350-383668-a22132-99196-1b3461-292238-a22132-842342-86420-842342-262624","6","未知","2","8","0","4.77","4.69","4.77"
1759,"843204-5b1293-d13754-a13945-931140-121306-192896-2c3863-871632-431608-272349","0","9","0","8","2","3.12","4.5","3.25"
1760,"342412-a33027-2b3552-e33591-121306-b82976-ff2187-431608-272349","1","24","0","8","10","4.37","5","4.47"
1761,"a22383-8c851-8a453-121306-102277-9f1640-1d553-431608-272349","0","71","0","145","5","4.53","4.89","4.58"
1762,"a93922-e0852-2e1710-82308-c02692-044020-042150","3","10","0","8","8","4.67","4.84","4.65"
1763,"402923-753518-ba1465-fc3373-f63938-24424-121306-f43500-cc2258-063761-431608-272349","0","45","0","96","0","4.74","4.98","4.76"
1764,"b2193-ba1192-11995-11995-c62143-11995-262624-121306-192896-2c3863-871632-431608-272349","6","未知","2","375","2","4.45","4.8","4.5"
1765,"b82976-381655-e01010-de2424-c53116-121306-893131-68558-e21602-431608-272349","1","32","0","8","1","4.67","4.91","4.68"
1766,"c22821-d52609-e0438-d52795-de2424-b2193-c22821-121306-402923-84752-231660-c7153-8c2935-431608-272349","1","33","0","8","3","4.62","5","4.62"
1767,"692433-5a1952-e91407-b43550-ed2191","1","2","0","8","6","4.7","4.84","4.73"
1768,"eb2057-492461-bc3855-e21602-43819-54938-121306-363247-5a1952-923691-621482-ce4073-5a1952-ac854-8c2935-431608-272349","0","26","0","8","0","4.55","4.79","4.6"
1770,"0b4049-9f757-d52609-121306-4a2318-8f2156-713861-431608-272349","2","未知","1","6","5","4.96","5","4.96"
1771,"60725-5a3200-341600-d13024-99196-222440-603585-0a2432-a8274-6b3409-603585-611350-0a2632-0a2632-292238-292238-121306-bb2878-5d2360-a63626-591319-231660-242273-431608-272349","8","未知","2","102","8","4.91","5","4.91"
1772,"402923-fe1605-e92321-d72063-3b4047-121306-ce141-682644-063761-431608-272349","1","5","0","7","5","4.7","4.88","4.73"
1773,"923691-ce4073-031473-612513-5f1581-fc3373-d71618-121306-6f3045-eb2057-871632-431608-272349","0","29","0","29","9","4.81","4.95","4.83"
1774,"8d3237-851875-59366-e41314","0","12","0","8","8","4.76","4.78","4.78"
1775,"a81742-042150-4a3834-0652-121306-661087-4a1619-0a3249-d41700-1d1611-e93739-431608-272349","7","36","0","35","2","5","5","5"
1776,"b93795-d03650-b82604-431608-121306-352708-cf2679-e21602-431608-272349","0","57","0","93","4","4.72","4.72","4.77"
1777,"d2536-f1890-2e1710-d2536-fc3373-dd3028-de2424-121306-ce141-682644-063761-5a3200-593882-2c3401-cc1100-431608-272349","0","31","0","152","5","4.45","5","4.47"
1778,"753219-5d2360-e21103-2e1710-d82616-d62216-121306-433290-253623-60172-d556-431608-272349","0","21","0","376","2","4.43","4.81","4.57"
1779,"772651-7d1638-ab404-121725-572883-121306-402923-e22943-431608-272349","15","未知","1","377","2","4.82","4.95","4.86"
1780,"6d2875-6a841-dd3028-de2424-121306-ce141-682644-063761-431608-272349","1","2","0","8","5","3.81","4.62","3.9"
1781,"3c2245-6b3322-af1443-c34009-2c1019-702602","7","37","0","8","0","4.69","5","4.74"
1782,"082380-8a2234-c62143-082380-233398-123785-093715-121306-5e2725-a21596-063761-923691-361409-431608-272349","1","78","0","209","0","4.75","4.9","4.76"
1783,"87107-a03756-e33426-1c925-be2895-c52955-0e1320","0","12","0","8","8","4.48","5","4.48"
1784,"8a2234-231660-2c3440-121306-402923-e93887-e22943-431608-272349","1","2","0","378","9","4.79","4.94","4.81"
1785,"6a3579-ad2269-5a1952-ac854-121306-db505-233398-c23605-43819-6d3428-231660-5f1609-2c1019-272349","0","26","0","8","7","4.65","4.83","4.65"
1786,"e21548-842325-0d660-641401-262624-121306-402923-84752-231660-c7153-8c2935-431608-272349","13","未知","2","379","3","4.58","4.95","4.69"
1787,"87965-e0122-b43550-b62021-121306-402923-e22943-ac854-cc34-d0128-431608-272349","0","7","0","8","9","4.79","4.92","4.85"
1788,"5a537-402923-912443-76305-d72063-121306-703287-902458-431608-272349","0","68","0","8","9","4","4.88","3.91"
1789,"ae3876-5a537-402923-912443-76305-d72063-121306-cd2378-8d1754-663941-431608-272349-ae3876","0","68","0","8","8","3.8","5","3.8"
1790,"f1890-f83905-6b3322-5a537-2b3552-431608","1","76","0","8","8","5","5","5"
1792,"082380-233398-2c1019-252735-121306-5e1438-7f3309-ae2775-5a1952-ac854-8c2935-431608-901015-8d3794-661087-901869-713861-272349","7","37","0","8","4","4.58","4.91","4.54"
1793,"342412-e01010-5f1581-c62143-d82616-6a841-66812-121306-402923-84752-c2857-a8269-431608-272349","1","13","0","142","3","4.58","4.88","4.58"
1794,"9f1640-ce4073-a22084-c34009-121725-121306-e4673-302533-431608-272349","7","58","0","161","2","4.69","5","4.75"
1795,"7f3309-262624-121306-102277-9f1640-a93922-dd497-d0128-c92945-513720-9b2653-dc3924-431608-272349","6","未知","2","110","3","4.74","4.82","4.78"
1796,"8a2234-66812-231660-973248-c62143-341620-4a2318-66812-121306-251713-a21596-063761-431608-272349","0","71","0","314","1","4.78","4.9","4.83"
1797,"7b3588-f91991-8d3237-f83517-121306-5e2725-a21596-063761-431608-272349","0","15","0","380","0","4.83","4.81","4.84"
1798,"8a2234-a22084-2f2756-5f38-30514-c34009-641271-c62143-a23694-de2424-d71618-121306-5e2725-a21596-063761-431608-272349","7","37","0","8","6","4.84","4.9","4.85"
1799,"753219-5d2360-e21103-2e1710-d82616-d62216-121306-353998-67198-063761-192896-2e2108-431608-272349","0","21","0","376","10","4.73","5","4.82"
1800,"8a2234-74760-14513-14513-082380-233398-a23694-791987-082380-233398-33816-121306-402923-84752-431608-272349","0","1","0","104","7","4.63","4.89","4.65"
1801,"291209-d32947-c53116-4a3834-431608-121306-be1093-db3612-e11381-431608-272349","1","2","0","381","9","0","0","0"
1802,"9b892-361622-633554-121306-402923-5f38-1f2314-192896-652408-431608-272349","0","15","0","244","1","4.83","5","4.9"
1803,"402923-e61012-e33426-1c925-961815-121306-353998-67198-063761-192896-2e2108-431608-272349","0","12","0","8","10","4.71","4.5","4.67"
1804,"16978-572883-572883-121306-893740-c73545-8b2706-923691-ce4073-431608-272349","6","未知","2","53","9","4.86","5","4.89"
1805,"50882-063761-713861-d32365-633554-121306-1b592-1f2100-111881-431608-272349","0","57","0","8","0","4.81","5","4.88"
1806,"731761-7b3449-6e4044-d71618-121306-402923-84752-431608-272349","0","38","0","8","3","4.86","4.94","4.87"
1807,"d686-9e2776-043726-43819-6d3428","0","26","0","8","0","4.47","4.58","4.63"
1808,"a72217-f51944-812352-3e541-d82616-f51944-002808","10","未知","1","8","7","0","0","0"
1810,"262045-821244-9f2396-5b1686-121306-a8269-65804-e21602-39147-8e411-431608-272349","4","66","0","8","6","0","0","0"
1811,"8a2234-a22084-2f2756-5f38-30514-de2424","7","81","0","8","1","4.27","4.77","4.39"
1812,"87107-0f2124-87107-0f2124-4a3610-0f2124-a32507-152853-152853-a32507-262624-d42982","6","未知","2","8","3","4.78","4.92","4.76"
1813,"a33027-3c1399-de2424-af3837-6d2875-fc3373-b43550-121306-8d3794-a53996-642862-901869-713861-901015-273346-7c3586-742627-5a1952-ac854-8c2935-431608-272349","0","15","0","8","6","4.66","4.84","4.67"
1814,"f62276-063107-0b376-0f2124-b32448-ee867-b32448-152853-bf813-a54081-3c1399-c34009-2c1019-121306-cd2378-8d1754-663941-431608-272349","3","10","0","360","8","4.87","4.93","4.84"
1815,"50882-843441-323291-64368-b2193-fc3373-d71618","0","29","0","8","3","5","4.79","4.84"
1816,"051388-051388-3c2758-4a3834-0652-121306-ce4073-2b3528-431608-272349","7","36","0","154","0","0","0","0"
1817,"332202-332202-4a2318-931140","1","13","0","8","2","4.45","4.64","4.45"
1818,"a41365-b82604-e01010-121306-402923-84752-431608-272349","1","46","0","382","3","4.21","5","4.14"
1819,"d82616-6a841-fc3373","1","13","0","8","9","4.46","4.79","4.46"
1820,"141582-f83517-2e1710-c62143-d82616-6a841-66812-121306-402923-e93887-e22943-431608-272349","0","71","0","189","0","4","4.43","4.29"
1821,"20499-1c925-de2424-2c1019-552471-fc3373","7","36","0","8","6","5","4.2","5"
1822,"31171-833800-c34009-2c1019-121306-492461-551635-4c2815-871632-431608-272349","7","37","0","8","10","4.75","5","4.75"
1823,"c52955-b92083-8d1398-d62216-1c925-8a2234-c21871","0","21","0","8","0","4.41","4.91","4.55"
1824,"a43251-b32448-ee867-b32448-be2895-744096-61773-c62143-0f2663-6e2940-a23694-d72063-121306-353998-67198-063761-431608-272349","0","17","0","286","10","4.77","4.94","4.79"
1825,"77781-253866-59366-572883","0","12","0","8","1","4.64","4.81","4.61"
1826,"893131-68558-fc3373-d71618-431608","1","2","0","8","1","4.61","4.87","4.58"
1827,"e314-d71618-c53116-4a3834-893131-68558-e33591-121306-492461-e22943-431608-272349","1","2","0","8","1","4.57","5","4.61"
1828,"1a61-8a2234-c71346-c62143-b2193-682499-d81534-b43550-c62143-c53116-fc3373-a23694-b43550-121306-923691-dd497-6b1586-be65-8d3794-031473-901869-713861-272349","0","70","0","383","4","4.58","4.71","4.6"
1829,"492461-9f1640-231660-0e880-901869-121306-402923-84752-ac854-cc34-d0128-431608-272349","1","23","0","264","3","4.46","4.79","4.46"
1830,"5e3824-af1654-8a2234-be65","1","33","0","8","0","0","0","0"
1833,"c34009-2c1019-152058-1c925-c62143-a54081-a63626-c34009-2c1019","7","37","0","8","6","0","0","0"
1834,"a81742-042150-4a3834-0652-121306-492461-551635-4c2815-871632-16978-431608-272349","7","36","0","35","10","4.63","5","4.57"
1835,"603872-0f2124-0f2124-811006-a43251-0f2124-ac3320-c43775-b7307-7b3179-863895-243857-2b4091-743115-ac854-121306-ce4073-2b3528-6417-951677-431608-272349","0","34","0","384","0","4.86","4.92","4.87"
1836,"492843-ef1151-8a2234-b23926-3b4047-121306-402923-84752-923691-072768-431608-272349","6","未知","2","8","7","4.75","4.93","4.71"
1837,"871836-5b1293-a21596-91632-30514-d72063-121306-a63626-c73749-e1291-103337-5e2725-951677-431608-272349","0","40","0","8","0","3.69","4.63","3.61"
1838,"b0540-a7398-6d2875-fc3373-b43550-121306-8c2935-f13620-431608-272349","0","15","0","8","2","0","0","0"
1839,"852529-5f1581-8a2234-931140","1","16","0","8","9","0","0","0"
1841,"641271-253880-de2424-c53116","1","32","0","8","6","4.46","5","4.46"
1842,"102277-9f1640-6f178-323291-3b4047","15","未知","1","8","6","4.89","5","5"
1843,"1b3561-961181-342412-981676-002808-b43550-121306-79217-cd3847-e21602-431608-272349","0","15","0","8","6","4.33","5","4.33"
1844,"712910-052425-c62143-9b2653-a63626-4a2318","1","13","0","8","0","4.28","5","4.45"
1845,"002568-5b1293-c62143-9b2653-3c1399-8a2234-c21871-121306-352708-cf2679-e21602-431608-272349","0","102","0","8","4","0","0","0"
1846,"052022-28807-e63234-4a2318-121306-082380-233398-33816-c62143-082380-233398-a23694-272349","0","28","0","8","6","4.5","4.86","4.46"
1848,"0f2124-3e277-99196-a8274-2522-a8274-ea2006-87107-b6684-a8274-603585-0a2432-292238-6b3409-a54081-3c1399-c34009-2c1019-121306-102277-9f1640-402923-e22943-431608-272349","7","37","0","8","6","4.82","4.95","4.82"
1849,"31171-833800-c34009-2c1019-121306-5e2725-72226-492461-d0128-431608-272349","7","37","0","8","6","0","0","0"
1850,"b2193-f71155-d52609-c21014-121306-402923-84752-431608-272349","0","15","0","294","7","4.74","4.89","4.76"
1851,"8a2234-a22383-4f1911","1","13","0","8","6","0","0","0"
1852,"9b2653-a63626-0c3415-fa1254-b2193-fc3373-c63006-d72063-121306-253866-e21602-431608-272349","0","17","0","8","1","4.27","4.82","4.32"
1853,"843204-14513-8b3036-7f4028-3c2588-021794-43819-54938","0","39","0","8","0","4.71","4.8","4.75"
1854,"c34009-641271-641271-121306-0e3899-051683-431608-272349","7","37","0","8","0","4.61","4.83","4.65"
1855,"082380-233398-b31475-981676-693510-8a2234-342412-981676-693510-b2193-c22821-693510-de2424-c53116-121306-923691-361409-431608-272349","1","78","0","385","0","4.78","4.95","4.74"
1856,"e93671-c21014-dc2884-c34009-2c1019-121306-352708-cf2679-ed213-431608-272349","7","37","0","8","4","4.54","5","4.58"
1857,"771437-a43407-042150-f81036-831995-7f4028-fc3373-f63938-24424-121306-5e2725-a21596-063761-431608-272349","0","45","0","386","0","4.35","4.83","4.33"
1858,"41810-083121-002989-b43550-431608","1","23","0","8","3","0","0","0"
1859,"3a316-871632-661715-0c3415-9b2653-923691-e21103-2d2087-0c3415-fa1254-b2193-fc3373-d72063","0","17","0","8","0","4.54","4.67","4.56"
1860,"5f1576-9d13-8d1754-032517-262624-e41314-6f228","1","14","0","8","8","4.36","5","4.44"
1861,"911529-5b1293-d13754-a13945-931140-121306-f43500-cc2258-063761-431608-272349","0","9","0","387","9","4.67","4.87","4.73"
1862,"50882-843441-323291-64368-b2193-fc3373-d71618","0","38","0","8","9","4.72","5","4.72"
1864,"31171-833800-c34009-2c1019-121306-ce4073-e21602-431608-272349","7","37","0","8","8","4.34","5","4.32"
1865,"8a2234-af1654-bb3653","1","33","0","8","6","4.6","5","4.6"
1866,"183498-9f757-a21596-91632-b2193-fc3373-30514-d72063","0","40","0","8","6","4.72","4.11","4.67"
1867,"863895-cd3847-b23259-002989-3c1399-082380-233398-33816-121306-79217-cd3847-e21602-431608-272349","0","1","0","8","6","4.86","4.91","4.9"
1868,"f91991-2e1710-c62143-a54081-3c1399-c34009-2c1019-121306-251713-a21596-063761-431608-272349","7","37","0","342","1","4.86","4.97","4.88"
1870,"aa2833-a11519-fd1051-c62143-a11519-d81534-c62143-2c1019-79400-d81534-121306-352708-cf2679-ed213-431608-272349","0","15","0","8","4","4.37","4.92","4.43"
1872,"323291-531111-e314-693510-fc3373-d71618-cf2679-371329-6d3428-121306-c92922-773777-5d2360-612035-5e2725-951677-431608-272349","0","97","0","8","4","NULL","NULL","NULL"
1880,"39147-403983-d62216-1c925-be2895-121306-f43500-cc2258-063761-431608-272349","0","21","0","196","10","4.79","5","4.83"
1881,"92711-5d2360-87965-d556-b82604-121306-251713-a21596-063761-431608-272349","0","57","0","197","1","4.79","4.92","4.81"
1882,"3f1985-253623-982162-613072-6d930-ae786-121306-ce141-682644-063761-431608-272349","0","0","0","94","5","4.81","4.94","4.84"
1883,"022488-051683-e33426-1c925-961815-121306-402923-84752-431608-272349","0","12","0","12","3","4.75","5","4.75"
1884,"022488-051683-e33426-1c925-961815-121306-a22084-352708-492461-871632-431608-272349","0","12","0","12","6","4.67","4.89","4.69"
1885,"ce4073-5d2360-061243-121306-f1890-f83905-ff2187-431608-272349","1","2","0","388","9","4.78","4.94","4.75"
1886,"b61275-141327-5e3819-f81036-121306-6f3045-1d283-1d553-431608-272349","1","2","0","389","6","4.52","4.91","4.52"
1887,"1f1957-4d242-243747-36950-b2193-731761-d72063-121306-433290-253623-60172-d556-431608-272349","0","40","0","8","2","4.14","4.67","4.14"
1888,"eb2057-083121-0d1521-eb2057-492461-4a2318-121306-102277-9f1640-223664-d91077-8c2935-431608-272349","1","72","0","146","2","4.65","4.94","4.66"
1889,"022488-051683-e33426-1c925-961815-121306-402923-a33936-063761-492461-8a2234-d0128-431608-272349","0","12","0","12","3","4.41","5","4.45"
1890,"7e2903-db2797-812352-b2193-fc3373-d72063-121306-102277-9f1640-402923-e93887-e22943-192896-902458-431608-272349","0","40","0","65","0","4.71","5","4.89"
1891,"243077-f83517-391919-243077-193506-ae786-121306-102277-9f1640-9b2195-e21602-431608-272349","0","0","0","24","1","4.74","4.94","4.74"
1892,"52727-192896-ed2191-111881-121306-be1093-db3612-e11381-431608-272349","0","15","0","390","2","4.29","5","4.43"
1893,"bb609-a63626-432039-8a2234-c21871-121306-402923-a21596-063761-431608-272349","7","58","0","391","7","4.88","5","4.94"
1894,"323291-381294-c53116-2c1019-121306-6a3579-df1770-981448-d0128-431608-272349","7","36","0","346","0","4.84","4.91","4.86"
1895,"712910-50882-121306-851875-253880-431608-272349","1","46","0","392","3","4.82","4.89","4.79"
1896,"31171-5d2360-231660-be2895-121306-6f3045-5e2725-431608-a43251-4a3610-d92985-16978-16978-272349","0","15","0","201","0","4.85","4.96","4.85"
1897,"284045-112251-e01010-2e1710-121306-5a3200-031708-231660-d0128-431608-272349","1","13","0","8","8","4.62","4.95","4.61"
1898,"041255-5a537-c53116-66812-121306-b3244-8f2156-713861-431608-272349","1","59","0","8","0","4.31","4.75","4.25"
1899,"d22182-593882-ce4073-72226-ce4073-c53116-4a3834-431608-121306-102277-572589-f61200-431608-272349","1","2","0","8","9","4.68","4.92","4.67"
1900,"231660-b31-683364-121306-231660-c7153-8c2935-431608-272349","3","10","0","8","3","4.55","5","4.77"
1901,"af1654-792828-2e1710-4a2318-931140","1","33","0","8","6","4.79","5","4.79"
1902,"9d3940-132289-fe1605-5d709-121306-402923-e4673-871632-431608-272349","2","未知","1","95","2","4.94","5","4.95"
1903,"f42595-e314-8a2234-931140-121306-102277-6a3579-923691-d0128-431608-272349","1","2","0","8","5","0","0","0"
1904,"231660-521285-342412-121306-f71647-ea1134-e21602-431608-272349","0","15","0","393","8","4.8","4.91","4.82"
1905,"8e411-e43593-121306-0d1431-063761-431608-272349","1","2","0","42","5","4.57","5","4.43"
1906,"35261-b82976-e91407-59366-e41314-431608","0","12","0","8","1","4.72","4.97","4.74"
1907,"5315-0c3415-c63006-d72063-121306-251713-a21596-063761-431608-272349","0","17","0","394","1","4.71","5","4.86"
1908,"cf2346-022908-eb2057-492461-43819-54938-121306-8d3794-16978-16978-901869-713861-901015-021922-222199-a43214-2c3401-5a1952-ac854-8c2935-431608-272349","0","26","0","8","6","4.6","5","4.6"
1909,"682644-ac2536-d13754-731761-92165-121306-703287-902458-272349","0","9","0","11","2","4.77","5","4.77"
1910,"233638-87965-e41314-6f228-121306-fc647-de3803-cd2008-992145-d0128-431608-272349","1","33","0","8","5","0","0","0"
1911,"243077-3a1157-191362-c34009-2c1019-28807-442854-121306-402923-84752-431608-272349","0","0","0","8","7","4.81","4.81","4.81"
1912,"2b4091-7d1638-ab404-4b1966-133334-b2193-fc3373-d72063-121306-102277-9f1640-492461-e22943-f22344-6d2435-af2496-431608-272349","0","40","0","268","1","4.6","5","4.6"
1913,"55455-cf2900-e41314-6f228-121306-402923-84752-431608-272349","1","95","0","8","3","4.47","5","4.47"
1914,"321829-60442-4a3834-121306-102277-9f1640-be1093-db3612-e11381-8c2935-f13620-431608-272349","7","36","0","155","2","5","5","5"
1915,"4e2823-4e2823-a93677-a72217-121306-402923-84752-231660-c7153-8c2935-431608-272349","3","25","0","395","3","4.47","5","4.53"
1916,"fc3373-641271-b5245-121306-5e2725-98183-063761-431608-272349","1","32","0","31","8","4.86","5","4.86"
1918,"ed213-2d2779-2c3863-fd2565-121306-5e2725-a21596-063761-431608-272349","0","7","0","77","0","4.6","4.89","4.61"
1920,"cc2898-6e700-341600-d13024","8","未知","2","8","6","0","0","0"
1921,"f62276-063107-0b376-0f2124-b32448-ee867-b32448-152853-bf813-a54081-3c1399-c34009-2c1019-121306-402923-84752-923691-072768-431608-272349","3","10","0","360","7","4.67","5","4.72"
1922,"e61012-08992-4b2403-d72063-be2895-121306-402923-84752-923691-072768-f83624-b43550-d0128-431608-272349","7","58","0","340","7","4.4","5","4.4"
1923,"5c1030-022488-b81428-5b1293-151661-9a203-082380-233398-33816-121306-79217-cd3847-e21602-ca2010-431608-272349","0","1","0","8","6","4.73","4.82","4.73"
1924,"102277-9f1640-6f178-323291-3b4047","15","未知","1","8","10","4.85","4.98","4.86"
1925,"322956-042150-3a1822-7b3449-121306-5e2725-a21596-063761-431608-272349","0","15","0","396","0","4.63","4.86","4.62"
1926,"771437-a43407-d72063-931140-121306-103337-b4266-5a3200-593882-2c3401-cc1100-431608-272349","0","40","0","8","5","4.47","5","4.37"
1927,"4a2318-082380-641271-641271-323291-141582-042150-dd3028-021794-121306-402923-e22943-492461-871632-431608-272349","4","88","0","8","6","4.56","4.5","4.62"
1928,"742778-821665-eb2057-492461-121306-b82976-ff2187-431608-272349","1","72","0","8","10","3.83","5","3.83"
1929,"08613-e01010-0e853-1d553-c62143-c02692-11995-262624-121306-402923-84752-28807-e72968-431608-272349","6","未知","2","397","7","4.96","5","4.96"
1930,"d72063-e33426-5d2360-262624-121306-5d709-572883-d42982-d556-df2800-121725-5e2725-a21596-871632-431608-272349","5","未知","1","8","0","4.72","4.92","4.71"
1931,"b93795-d03650-b82604-431608-121306-492461-551635-4c2815-431608-272349","0","57","0","93","10","4.69","4.93","4.7"
1932,"1a1215-e72968-111881-121306-402923-e61012-431608-272349","1","55","0","398","7","4.63","5","4.72"
1933,"5d173-743109-7c3586-141582-3c1399-d72063-d556-121306-102277-9f1640-923691-072768-f83624-b43550-d0128-431608-272349","0","40","0","399","7","4.69","4.69","4.69"
1934,"a8269-65804-253866-341600-d13024-121306-102277-9f1640-a93922-dd497-d0128-431608-272349","8","未知","2","369","3","4.38","5","4.38"
1935,"6b1586-9d3940-653615-341600-d13024-ce4005-c92945-121306-231660-c7153-8c2935-6417-b13427-16978-431608-272349","8","未知","2","41","3","4.9","5","5"
1936,"6b1586-9d3940-653615-341600-d13024-ce4005-c92945-121306-a93922-dd497-d0128-6417-b13427-16978-431608-272349","8","未知","2","41","3","4.82","4.86","4.82"
1937,"193506-1d6-031473-882151-e1869-6e2940-c34009-641271-641271-121306-402923-e93887-e22943-431608-272349","7","37","0","400","9","4.64","4.71","4.71"
1940,"87965-351117-b0540-a7398-d82616-f51944-262624-121306-a63626-c73749-e1291-103337-5e2725-951677-431608-272349","6","未知","2","250","0","4.94","4.9","4.95"
1941,"d686-9e2776-043726-fc3373-fd3252-43819-6d3428-121306-5d2360-612035-5e2725-951677-431608-272349","0","26","0","8","4","4.5","4.56","4.61"
1942,"8b3036-7f4028-db2797-812352-693510-43819-54938-693510-2043-141126-6d3428-121306-cd2378-8d1754-663941-431608-272349","0","39","0","172","8","4.86","4.92","4.85"
1943,"a93922-a22383-141582-4a2318-121306-353998-67198-063761-431608-272349","1","13","0","401","10","4.76","4.93","4.74"
1944,"c22859-d71618-be2895-6e4044-d71618-121306-192896-2c3863-871632-431608-272349","0","38","0","8","2","4.83","4.94","4.83"
1945,"f62276-063107-0b376-0f2124-b32448-ee867-b32448-152853-bf813-a54081-3c1399-c34009-2c1019-121306-6a3579-c93763-923691-431608-272349","3","10","0","360","6","4.68","4.93","4.79"
1946,"233398-ce4073-933729-c3176-d32947-43819-6d3428-121306-352708-cc34-871632-431608-272349","0","26","0","8","4","4.89","5","4.89"
1947,"2d4026-ac3320-da697-da697-1b1099-c43775-a32507-a43251-b7712-101946-042695","6","未知","2","8","6","0","0","0"
1948,"652016-063761-6b3322-423697-2c1019-6b3322-423697-11949-361622","0","56","0","8","8","4.58","4.86","4.58"
1949,"48690-50882-a93677-262624-121306-402923-84752-923691-072768-431608-272349","6","未知","2","8","7","4.76","4.89","4.76"
1950,"ec2719-02822-1a564-d556-c62143-772651-66812-b43550-121306-c21717-1d553-e21602-431608-272349","0","15","0","54","5","4.78","4.95","4.8"
1951,"ce1281-66151-5e2725-39147-5a1952-ac854","1","46","0","8","7","0","0","0"
1952,"8a2234-022566-082380-233398-323291-021794-121306-79217-cd3847-e21602-431608-272349","1","3","0","402","6","4.89","4.93","4.89"
1953,"641271-8a2234-8a4060-c52625-541643-8a2234-641271-121306-f91991-cc2898-6b1586-be65-431608-272349","1","32","0","8","6","4.87","4.8","4.9"
1954,"8d3237-98742-1d553-121306-5315-823574-f81036-431608-272349","1","2","0","403","6","4.28","4.89","4.33"
1955,"31171-833800-c34009-2c1019-121306-5315-823574-f81036-431608-272349","7","37","0","8","0","4.89","5","4.89"
